,Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Transaction_Day,Transaction_Month,Transaction_Hour,Full_Transaction_Time,Time Gap (hours),Day of Week
9990,TX0000009991,Switzerland,739453.0033465679,Stocks Transfer,2014-02-21 06:00:00,Person_6093,Arms Trade,Brazil,False,Illegal,3,8,Bank_28,Bahamas,21,2,6,2014-02-21 12:00:00,0.0,4
4134,TX0000004135,Singapore,1711889.3794696452,Cryptocurrency,2013-06-22 06:00:00,Person_6095,Construction,China,False,Illegal,7,7,Bank_371,Cayman Islands,22,6,6,2013-06-22 12:00:00,0.0,5
8014,TX0000008015,Switzerland,3149298.5440019364,Stocks Transfer,2013-11-30 22:00:00,Person_6095,Construction,South Africa,False,Illegal,7,8,Bank_160,Bahamas,30,11,22,2013-12-01 20:00:00,3896.0,5
5645,TX0000005646,UK,4659460.553863044,Property Purchase,2013-08-24 05:00:00,Person_6096,Construction,Brazil,False,Illegal,1,2,Bank_425,Bahamas,24,8,5,2013-08-24 10:00:00,0.0,5
7817,TX0000007818,South Africa,643109.2662607977,Stocks Transfer,2013-11-22 17:00:00,Person_6097,Oil & Gas,Russia,True,Illegal,1,3,Bank_69,Cayman Islands,22,11,17,2013-11-23 10:00:00,0.0,4
4471,TX0000004472,Singapore,445308.60794688703,Property Purchase,2013-07-06 07:00:00,Person_6098,Construction,China,False,Illegal,4,4,Bank_438,Switzerland,6,7,7,2013-07-06 14:00:00,0.0,5
1739,TX0000001740,USA,2179432.472828319,Cash Withdrawal,2013-03-14 11:00:00,Person_6099,Arms Trade,UK,True,Illegal,7,4,Bank_33,Panama,14,3,11,2013-03-14 22:00:00,0.0,3
7074,TX0000007075,Brazil,3195366.0489510214,Offshore Transfer,2013-10-22 18:00:00,Person_610,Real Estate,Russia,False,Illegal,4,3,Bank_496,Bahamas,22,10,18,2013-10-23 12:00:00,0.0,1
9153,TX0000009154,UAE,1922088.423942987,Stocks Transfer,2014-01-17 09:00:00,Person_6100,Finance,Brazil,False,Legal,9,8,Bank_426,Singapore,17,1,9,2014-01-17 18:00:00,0.0,4
1740,TX0000001741,India,501352.1991300887,Cash Withdrawal,2013-03-14 12:00:00,Person_6101,Luxury Goods,Brazil,True,Legal,7,2,Bank_148,Bahamas,14,3,12,2013-03-15 00:00:00,0.0,3
3416,TX0000003417,China,4345112.2867582375,Stocks Transfer,2013-05-23 08:00:00,Person_6101,Construction,Brazil,False,Illegal,4,1,Bank_115,Switzerland,23,5,8,2013-05-23 16:00:00,1672.0,3
5332,TX0000005333,UK,3789260.608036452,Cash Withdrawal,2013-08-11 04:00:00,Person_6102,Construction,Brazil,False,Illegal,3,5,Bank_179,Cayman Islands,11,8,4,2013-08-11 08:00:00,0.0,6
8465,TX0000008466,Switzerland,3901743.523522156,Cash Withdrawal,2013-12-19 17:00:00,Person_6104,Real Estate,Russia,False,Illegal,4,0,Bank_101,Luxembourg,19,12,17,2013-12-20 10:00:00,0.0,3
4609,TX0000004610,Brazil,2862598.0606890386,Cash Withdrawal,2013-07-12 01:00:00,Person_6105,Oil & Gas,India,False,Illegal,2,7,Bank_260,Singapore,12,7,1,2013-07-12 02:00:00,0.0,4
7840,TX0000007841,UK,4398767.412832391,Cash Withdrawal,2013-11-23 16:00:00,Person_6106,Arms Trade,India,False,Legal,1,7,Bank_251,Panama,23,11,16,2013-11-24 08:00:00,0.0,5
5398,TX0000005399,Brazil,2074732.842771349,Cryptocurrency,2013-08-13 22:00:00,Person_6107,Oil & Gas,Switzerland,False,Illegal,6,1,Bank_348,Bahamas,13,8,22,2013-08-14 20:00:00,0.0,1
8925,TX0000008926,Switzerland,952420.5722371164,Cash Withdrawal,2014-01-07 21:00:00,Person_6107,Construction,UK,False,Illegal,8,0,Bank_174,Cayman Islands,7,1,21,2014-01-08 18:00:00,3526.0,1
7964,TX0000007965,Switzerland,4405705.166062552,Offshore Transfer,2013-11-28 20:00:00,Person_6109,Oil & Gas,Russia,False,Illegal,3,8,Bank_476,Cayman Islands,28,11,20,2013-11-29 16:00:00,0.0,3
8751,TX0000008752,Switzerland,1183306.5541600806,Stocks Transfer,2013-12-31 15:00:00,Person_611,Construction,USA,False,Illegal,6,0,Bank_464,Switzerland,31,12,15,2014-01-01 06:00:00,0.0,1
5535,TX0000005536,Brazil,2639418.236634993,Cryptocurrency,2013-08-19 15:00:00,Person_6110,Casinos,UAE,False,Illegal,10,2,Bank_253,Luxembourg,19,8,15,2013-08-20 06:00:00,0.0,0
1736,TX0000001737,India,2558582.231375872,Cash Withdrawal,2013-03-14 08:00:00,Person_6111,Casinos,Singapore,True,Illegal,2,7,Bank_117,Cayman Islands,14,3,8,2013-03-14 16:00:00,0.0,3
8138,TX0000008139,China,460693.934738236,Stocks Transfer,2013-12-06 02:00:00,Person_6114,Luxury Goods,UAE,True,Legal,10,3,Bank_343,Luxembourg,6,12,2,2013-12-06 04:00:00,0.0,4
9959,TX0000009960,Russia,1615662.6381482685,Property Purchase,2014-02-19 23:00:00,Person_6114,Luxury Goods,South Africa,False,Illegal,7,6,Bank_103,Luxembourg,19,2,23,2014-02-20 22:00:00,1842.0,2
9194,TX0000009195,China,76849.75644431642,Cryptocurrency,2014-01-19 02:00:00,Person_6118,Real Estate,Russia,False,Illegal,5,6,Bank_142,Bahamas,19,1,2,2014-01-19 04:00:00,0.0,6
5011,TX0000005012,USA,600288.9045377728,Stocks Transfer,2013-07-28 19:00:00,Person_6119,Oil & Gas,Switzerland,False,Legal,7,7,Bank_212,Cayman Islands,28,7,19,2013-07-29 14:00:00,0.0,6
9547,TX0000009548,Russia,2169499.738417376,Cash Withdrawal,2014-02-02 19:00:00,Person_6119,Arms Trade,China,False,Illegal,6,1,Bank_293,Singapore,2,2,19,2014-02-03 14:00:00,4536.0,6
5865,TX0000005866,USA,1095028.3748942153,Stocks Transfer,2013-09-02 09:00:00,Person_6123,Finance,UK,False,Illegal,2,8,Bank_134,Bahamas,2,9,9,2013-09-02 18:00:00,0.0,0
7501,TX0000007502,Brazil,730111.4673987546,Offshore Transfer,2013-11-09 13:00:00,Person_6125,Arms Trade,Singapore,False,Illegal,3,5,Bank_65,Luxembourg,9,11,13,2013-11-10 02:00:00,0.0,5
1218,TX0000001219,India,2468061.9361106427,Stocks Transfer,2013-02-20 18:00:00,Person_6127,Real Estate,Switzerland,False,Illegal,6,7,Bank_143,Singapore,20,2,18,2013-02-21 12:00:00,0.0,2
1250,TX0000001251,UK,609619.8488211278,Offshore Transfer,2013-02-22 02:00:00,Person_6127,Construction,India,False,Legal,4,5,Bank_249,Cayman Islands,22,2,2,2013-02-22 04:00:00,16.0,4
6151,TX0000006152,UK,1932478.7643480145,Offshore Transfer,2013-09-14 07:00:00,Person_6127,Real Estate,South Africa,False,Illegal,3,8,Bank_288,Luxembourg,14,9,7,2013-09-14 14:00:00,4906.0,5
2186,TX0000002187,Singapore,2215612.6720752004,Stocks Transfer,2013-04-02 02:00:00,Person_6129,Finance,Switzerland,False,Illegal,8,2,Bank_347,Singapore,2,4,2,2013-04-02 04:00:00,0.0,1
6407,TX0000006408,UK,1043227.227883558,Cryptocurrency,2013-09-24 23:00:00,Person_6129,Casinos,South Africa,False,Legal,6,4,Bank_157,Singapore,24,9,23,2013-09-25 22:00:00,4242.0,1
7279,TX0000007280,South Africa,2231026.2862114883,Offshore Transfer,2013-10-31 07:00:00,Person_613,Construction,India,False,Illegal,6,0,Bank_237,Bahamas,31,10,7,2013-10-31 14:00:00,0.0,3
5435,TX0000005436,Brazil,1104128.184655016,Offshore Transfer,2013-08-15 11:00:00,Person_6130,Casinos,Brazil,False,Illegal,9,8,Bank_479,Cayman Islands,15,8,11,2013-08-15 22:00:00,0.0,3
8636,TX0000008637,South Africa,1736023.393851109,Cryptocurrency,2013-12-26 20:00:00,Person_6130,Real Estate,India,False,Legal,1,3,Bank_353,Luxembourg,26,12,20,2013-12-27 16:00:00,3210.0,3
4267,TX0000004268,USA,1747984.6564231075,Cash Withdrawal,2013-06-27 19:00:00,Person_6131,Oil & Gas,South Africa,False,Legal,3,3,Bank_106,Singapore,27,6,19,2013-06-28 14:00:00,0.0,3
7050,TX0000007051,Switzerland,3429768.7989070485,Stocks Transfer,2013-10-21 18:00:00,Person_6131,Casinos,India,False,Illegal,2,6,Bank_129,Switzerland,21,10,18,2013-10-22 12:00:00,2782.0,0
938,TX0000000939,Singapore,1252363.316947503,Cryptocurrency,2013-02-09 02:00:00,Person_6132,Construction,Russia,False,Illegal,8,5,Bank_319,Switzerland,9,2,2,2013-02-09 04:00:00,0.0,5
6672,TX0000006673,China,3387939.91856554,Offshore Transfer,2013-10-06 00:00:00,Person_6134,Arms Trade,Singapore,False,Illegal,3,3,Bank_173,Singapore,6,10,0,2013-10-06 00:00:00,0.0,6
3970,TX0000003971,Russia,3218082.0463065645,Offshore Transfer,2013-06-15 10:00:00,Person_6135,Real Estate,UK,False,Illegal,10,0,Bank_430,Cayman Islands,15,6,10,2013-06-15 20:00:00,0.0,5
1346,TX0000001347,UK,4659305.29964871,Cash Withdrawal,2013-02-26 02:00:00,Person_6136,Finance,India,False,Illegal,1,8,Bank_286,Cayman Islands,26,2,2,2013-02-26 04:00:00,0.0,1
5303,TX0000005304,South Africa,1657032.9562364812,Cryptocurrency,2013-08-09 23:00:00,Person_6136,Finance,India,False,Illegal,1,6,Bank_220,Cayman Islands,9,8,23,2013-08-10 22:00:00,3978.0,4
1584,TX0000001585,Singapore,1693834.3773247278,Cryptocurrency,2013-03-08 00:00:00,Person_6137,Casinos,UAE,False,Legal,3,5,Bank_410,Panama,8,3,0,2013-03-08 00:00:00,0.0,4
5768,TX0000005769,USA,1747704.173487804,Cash Withdrawal,2013-08-29 08:00:00,Person_6137,Oil & Gas,South Africa,False,Illegal,1,6,Bank_317,Singapore,29,8,8,2013-08-29 16:00:00,4192.0,3
3462,TX0000003463,Russia,3782053.677095157,Cash Withdrawal,2013-05-25 06:00:00,Person_6138,Casinos,South Africa,False,Illegal,5,6,Bank_10,Cayman Islands,25,5,6,2013-05-25 12:00:00,0.0,5
1208,TX0000001209,China,4103256.619908648,Cash Withdrawal,2013-02-20 08:00:00,Person_6139,Arms Trade,India,False,Legal,8,3,Bank_364,Cayman Islands,20,2,8,2013-02-20 16:00:00,0.0,2
4883,TX0000004884,Russia,689004.8562044945,Property Purchase,2013-07-23 11:00:00,Person_6139,Oil & Gas,USA,False,Illegal,3,2,Bank_429,Bahamas,23,7,11,2013-07-23 22:00:00,3678.0,1
5898,TX0000005899,India,3053696.9327417705,Stocks Transfer,2013-09-03 18:00:00,Person_6139,Luxury Goods,Singapore,False,Illegal,9,7,Bank_64,Panama,3,9,18,2013-09-04 12:00:00,1022.0,1
5062,TX0000005063,UK,3636478.137979084,Cash Withdrawal,2013-07-30 22:00:00,Person_614,Real Estate,USA,True,Illegal,4,4,Bank_471,Bahamas,30,7,22,2013-07-31 20:00:00,0.0,1
5564,TX0000005565,Brazil,3220565.6467571976,Stocks Transfer,2013-08-20 20:00:00,Person_6141,Arms Trade,UK,False,Illegal,3,1,Bank_21,Bahamas,20,8,20,2013-08-21 16:00:00,0.0,1
5966,TX0000005967,Russia,4460786.008536659,Cryptocurrency,2013-09-06 14:00:00,Person_6142,Oil & Gas,Switzerland,False,Illegal,9,7,Bank_388,Bahamas,6,9,14,2013-09-07 04:00:00,0.0,4
263,TX0000000264,China,3252641.9887535945,Cryptocurrency,2013-01-11 23:00:00,Person_6143,Arms Trade,Switzerland,False,Illegal,7,9,Bank_33,Luxembourg,11,1,23,2013-01-12 22:00:00,0.0,4
2977,TX0000002978,Singapore,1109703.6455621573,Stocks Transfer,2013-05-05 01:00:00,Person_6143,Finance,Singapore,False,Illegal,6,7,Bank_59,Switzerland,5,5,1,2013-05-05 02:00:00,2692.0,6
4152,TX0000004153,Brazil,3797489.363327093,Cash Withdrawal,2013-06-23 00:00:00,Person_6143,Real Estate,Russia,False,Illegal,7,0,Bank_203,Panama,23,6,0,2013-06-23 00:00:00,1174.0,6
8025,TX0000008026,China,1189810.322253668,Cash Withdrawal,2013-12-01 09:00:00,Person_6143,Casinos,India,False,Legal,2,4,Bank_31,Bahamas,1,12,9,2013-12-01 18:00:00,3882.0,6
6780,TX0000006781,UK,3153997.348440803,Cash Withdrawal,2013-10-10 12:00:00,Person_6144,Luxury Goods,China,False,Legal,3,0,Bank_231,Cayman Islands,10,10,12,2013-10-11 00:00:00,0.0,3
6233,TX0000006234,South Africa,4157253.713032861,Offshore Transfer,2013-09-17 17:00:00,Person_6145,Construction,Russia,False,Illegal,3,1,Bank_118,Luxembourg,17,9,17,2013-09-18 10:00:00,0.0,1
9731,TX0000009732,India,4802162.715833918,Cryptocurrency,2014-02-10 11:00:00,Person_6145,Construction,China,True,Illegal,10,8,Bank_98,Bahamas,10,2,11,2014-02-10 22:00:00,3492.0,0
4010,TX0000004011,Switzerland,517069.9620792971,Offshore Transfer,2013-06-17 02:00:00,Person_6147,Casinos,Russia,False,Illegal,5,1,Bank_396,Panama,17,6,2,2013-06-17 04:00:00,0.0,0
4800,TX0000004801,South Africa,2337184.628283211,Cash Withdrawal,2013-07-20 00:00:00,Person_6147,Finance,South Africa,False,Illegal,4,2,Bank_278,Panama,20,7,0,2013-07-20 00:00:00,788.0,5
2510,TX0000002511,China,1400790.194106844,Cash Withdrawal,2013-04-15 14:00:00,Person_6148,Arms Trade,USA,False,Illegal,2,2,Bank_171,Switzerland,15,4,14,2013-04-16 04:00:00,0.0,0
4357,TX0000004358,Singapore,1068108.962306974,Cash Withdrawal,2013-07-01 13:00:00,Person_6149,Casinos,UK,False,Illegal,6,1,Bank_182,Singapore,1,7,13,2013-07-02 02:00:00,0.0,0
5252,TX0000005253,UAE,940930.8629290268,Cryptocurrency,2013-08-07 20:00:00,Person_615,Real Estate,UK,False,Legal,6,1,Bank_498,Luxembourg,7,8,20,2013-08-08 16:00:00,0.0,2
6989,TX0000006990,China,1167208.074887873,Cryptocurrency,2013-10-19 05:00:00,Person_615,Arms Trade,China,False,Illegal,7,9,Bank_38,Panama,19,10,5,2013-10-19 10:00:00,1722.0,5
4094,TX0000004095,UAE,1616322.5946118543,Cash Withdrawal,2013-06-20 14:00:00,Person_6150,Luxury Goods,UK,False,Legal,6,2,Bank_208,Bahamas,20,6,14,2013-06-21 04:00:00,0.0,3
2709,TX0000002710,Singapore,3827919.712691868,Offshore Transfer,2013-04-23 21:00:00,Person_6151,Construction,UAE,False,Legal,9,0,Bank_20,Bahamas,23,4,21,2013-04-24 18:00:00,0.0,1
3835,TX0000003836,India,1360711.0793383447,Offshore Transfer,2013-06-09 19:00:00,Person_6151,Oil & Gas,South Africa,False,Illegal,10,0,Bank_240,Switzerland,9,6,19,2013-06-10 14:00:00,1124.0,6
4693,TX0000004694,UK,4437373.219451012,Stocks Transfer,2013-07-15 13:00:00,Person_6152,Construction,South Africa,False,Legal,6,0,Bank_471,Panama,15,7,13,2013-07-16 02:00:00,0.0,0
6592,TX0000006593,Singapore,2771893.424222154,Stocks Transfer,2013-10-02 16:00:00,Person_6153,Finance,Russia,False,Legal,2,9,Bank_396,Cayman Islands,2,10,16,2013-10-03 08:00:00,0.0,2
1661,TX0000001662,Brazil,2278663.277828386,Offshore Transfer,2013-03-11 05:00:00,Person_6154,Arms Trade,UAE,False,Illegal,1,8,Bank_94,Bahamas,11,3,5,2013-03-11 10:00:00,0.0,0
3616,TX0000003617,UK,2756732.901980489,Cash Withdrawal,2013-05-31 16:00:00,Person_6154,Arms Trade,USA,False,Legal,7,6,Bank_212,Singapore,31,5,16,2013-06-01 08:00:00,1966.0,4
4591,TX0000004592,USA,3159410.737881141,Offshore Transfer,2013-07-11 07:00:00,Person_6154,Real Estate,UAE,False,Illegal,10,4,Bank_283,Panama,11,7,7,2013-07-11 14:00:00,966.0,3
681,TX0000000682,USA,212072.4634657512,Cryptocurrency,2013-01-29 09:00:00,Person_6156,Construction,USA,False,Legal,9,7,Bank_115,Panama,29,1,9,2013-01-29 18:00:00,0.0,1
4169,TX0000004170,Brazil,1879128.3433216151,Property Purchase,2013-06-23 17:00:00,Person_6156,Arms Trade,Switzerland,False,Legal,5,1,Bank_341,Luxembourg,23,6,17,2013-06-24 10:00:00,3496.0,6
5517,TX0000005518,India,390399.1408797648,Offshore Transfer,2013-08-18 21:00:00,Person_6156,Arms Trade,UAE,False,Illegal,2,4,Bank_252,Luxembourg,18,8,21,2013-08-19 18:00:00,1352.0,6
7646,TX0000007647,USA,266127.2134551401,Property Purchase,2013-11-15 14:00:00,Person_6156,Finance,China,False,Illegal,2,1,Bank_87,Switzerland,15,11,14,2013-11-16 04:00:00,2122.0,4
7046,TX0000007047,South Africa,1949835.9097847424,Cryptocurrency,2013-10-21 14:00:00,Person_6158,Oil & Gas,UAE,False,Illegal,6,5,Bank_204,Bahamas,21,10,14,2013-10-22 04:00:00,0.0,0
843,TX0000000844,UAE,2145630.2374087726,Offshore Transfer,2013-02-05 03:00:00,Person_6159,Finance,Singapore,False,Legal,6,5,Bank_111,Panama,5,2,3,2013-02-05 06:00:00,0.0,1
2248,TX0000002249,South Africa,4440059.131906606,Property Purchase,2013-04-04 16:00:00,Person_6160,Real Estate,South Africa,False,Legal,9,0,Bank_72,Bahamas,4,4,16,2013-04-05 08:00:00,0.0,3
7067,TX0000007068,Russia,2559243.837739347,Stocks Transfer,2013-10-22 11:00:00,Person_6160,Arms Trade,Brazil,False,Illegal,8,3,Bank_149,Singapore,22,10,11,2013-10-22 22:00:00,4814.0,1
7767,TX0000007768,Switzerland,3020027.182073987,Cash Withdrawal,2013-11-20 15:00:00,Person_6160,Construction,UK,False,Illegal,8,9,Bank_2,Singapore,20,11,15,2013-11-21 06:00:00,704.0,2
3338,TX0000003339,South Africa,3474262.699199647,Stocks Transfer,2013-05-20 02:00:00,Person_6161,Oil & Gas,Russia,False,Legal,2,5,Bank_405,Bahamas,20,5,2,2013-05-20 04:00:00,0.0,0
2623,TX0000002624,USA,1223804.084484343,Offshore Transfer,2013-04-20 07:00:00,Person_6162,Construction,UK,True,Legal,6,4,Bank_374,Switzerland,20,4,7,2013-04-20 14:00:00,0.0,5
2647,TX0000002648,China,2342209.116704598,Stocks Transfer,2013-04-21 07:00:00,Person_6163,Casinos,Russia,False,Illegal,7,6,Bank_151,Singapore,21,4,7,2013-04-21 14:00:00,0.0,6
4396,TX0000004397,China,4129836.9498420977,Property Purchase,2013-07-03 04:00:00,Person_6163,Arms Trade,Singapore,False,Legal,2,2,Bank_370,Panama,3,7,4,2013-07-03 08:00:00,1746.0,2
5135,TX0000005136,Brazil,3986014.102431462,Stocks Transfer,2013-08-02 23:00:00,Person_6163,Finance,China,False,Illegal,10,0,Bank_4,Singapore,2,8,23,2013-08-03 22:00:00,758.0,4
6996,TX0000006997,UK,255875.999853386,Cash Withdrawal,2013-10-19 12:00:00,Person_6163,Construction,South Africa,False,Illegal,6,0,Bank_327,Luxembourg,19,10,12,2013-10-20 00:00:00,1850.0,5
1601,TX0000001602,China,1746501.748490817,Cryptocurrency,2013-03-08 17:00:00,Person_6164,Real Estate,China,False,Illegal,2,8,Bank_472,Bahamas,8,3,17,2013-03-09 10:00:00,0.0,4
4070,TX0000004071,Brazil,2158480.386763043,Stocks Transfer,2013-06-19 14:00:00,Person_6167,Real Estate,Brazil,False,Illegal,9,2,Bank_1,Panama,19,6,14,2013-06-20 04:00:00,0.0,2
4602,TX0000004603,UAE,2526194.575996319,Cryptocurrency,2013-07-11 18:00:00,Person_6167,Casinos,UAE,False,Legal,1,1,Bank_140,Singapore,11,7,18,2013-07-12 12:00:00,536.0,3
8318,TX0000008319,Switzerland,4742151.735335347,Offshore Transfer,2013-12-13 14:00:00,Person_6167,Oil & Gas,UK,False,Illegal,9,3,Bank_84,Luxembourg,13,12,14,2013-12-14 04:00:00,3712.0,4
1028,TX0000001029,Brazil,2573258.349569871,Cryptocurrency,2013-02-12 20:00:00,Person_617,Casinos,China,True,Illegal,5,4,Bank_351,Singapore,12,2,20,2013-02-13 16:00:00,0.0,1
1967,TX0000001968,Switzerland,801271.875230848,Offshore Transfer,2013-03-23 23:00:00,Person_617,Finance,India,False,Illegal,3,3,Bank_207,Singapore,23,3,23,2013-03-24 22:00:00,942.0,5
9823,TX0000009824,Russia,4812695.56849716,Cash Withdrawal,2014-02-14 07:00:00,Person_6170,Casinos,India,False,Illegal,1,7,Bank_437,Cayman Islands,14,2,7,2014-02-14 14:00:00,0.0,4
9223,TX0000009224,Singapore,3784632.377633658,Property Purchase,2014-01-20 07:00:00,Person_6172,Luxury Goods,India,False,Illegal,5,2,Bank_461,Bahamas,20,1,7,2014-01-20 14:00:00,0.0,0
378,TX0000000379,India,3412575.6018658443,Cryptocurrency,2013-01-16 18:00:00,Person_6174,Arms Trade,UK,False,Illegal,7,5,Bank_382,Switzerland,16,1,18,2013-01-17 12:00:00,0.0,2
1570,TX0000001571,UAE,2350009.0548124565,Offshore Transfer,2013-03-07 10:00:00,Person_6175,Luxury Goods,Singapore,False,Illegal,2,9,Bank_151,Luxembourg,7,3,10,2013-03-07 20:00:00,0.0,3
9679,TX0000009680,Singapore,1948948.8584506025,Property Purchase,2014-02-08 07:00:00,Person_6175,Casinos,UAE,False,Illegal,2,8,Bank_344,Panama,8,2,7,2014-02-08 14:00:00,8106.0,5
7479,TX0000007480,UK,581986.1413529471,Cash Withdrawal,2013-11-08 15:00:00,Person_6176,Luxury Goods,China,False,Illegal,1,7,Bank_382,Switzerland,8,11,15,2013-11-09 06:00:00,0.0,4
8569,TX0000008570,South Africa,2004486.0147814192,Cash Withdrawal,2013-12-24 01:00:00,Person_6176,Casinos,UAE,False,Illegal,3,0,Bank_424,Singapore,24,12,1,2013-12-24 02:00:00,1076.0,1
2767,TX0000002768,Singapore,148114.89278020334,Cryptocurrency,2013-04-26 07:00:00,Person_6177,Luxury Goods,Brazil,False,Illegal,3,1,Bank_143,Luxembourg,26,4,7,2013-04-26 14:00:00,0.0,4
8163,TX0000008164,UK,3068729.956999821,Cryptocurrency,2013-12-07 03:00:00,Person_6177,Construction,Singapore,True,Illegal,4,2,Bank_156,Bahamas,7,12,3,2013-12-07 06:00:00,5392.0,5
3586,TX0000003587,Brazil,1373731.638618033,Offshore Transfer,2013-05-30 10:00:00,Person_6178,Casinos,Singapore,False,Illegal,1,4,Bank_101,Panama,30,5,10,2013-05-30 20:00:00,0.0,3
5926,TX0000005927,USA,3358819.4777181954,Offshore Transfer,2013-09-04 22:00:00,Person_6181,Construction,Switzerland,True,Legal,8,4,Bank_140,Cayman Islands,4,9,22,2013-09-05 20:00:00,0.0,2
9866,TX0000009867,India,3813806.9091867898,Cryptocurrency,2014-02-16 02:00:00,Person_6181,Arms Trade,USA,False,Legal,6,0,Bank_242,Panama,16,2,2,2014-02-16 04:00:00,3920.0,6
1377,TX0000001378,Singapore,1454754.0744784907,Cash Withdrawal,2013-02-27 09:00:00,Person_6182,Oil & Gas,USA,False,Illegal,7,1,Bank_324,Panama,27,2,9,2013-02-27 18:00:00,0.0,2
4052,TX0000004053,UK,3404405.815192305,Cash Withdrawal,2013-06-18 20:00:00,Person_6183,Arms Trade,Switzerland,False,Illegal,7,8,Bank_164,Bahamas,18,6,20,2013-06-19 16:00:00,0.0,1
9623,TX0000009624,China,2435707.3730945284,Cash Withdrawal,2014-02-05 23:00:00,Person_6184,Casinos,South Africa,False,Illegal,4,9,Bank_127,Panama,5,2,23,2014-02-06 22:00:00,0.0,2
3975,TX0000003976,UAE,1501627.9521645864,Cryptocurrency,2013-06-15 15:00:00,Person_6185,Casinos,India,False,Illegal,3,1,Bank_488,Switzerland,15,6,15,2013-06-16 06:00:00,0.0,5
9524,TX0000009525,Brazil,214627.6645199272,Property Purchase,2014-02-01 20:00:00,Person_6185,Real Estate,China,False,Illegal,7,1,Bank_1,Luxembourg,1,2,20,2014-02-02 16:00:00,5554.0,5
9786,TX0000009787,South Africa,4663277.783323253,Property Purchase,2014-02-12 18:00:00,Person_6185,Oil & Gas,USA,False,Illegal,3,4,Bank_271,Singapore,12,2,18,2014-02-13 12:00:00,260.0,2
2456,TX0000002457,Switzerland,2191484.03256268,Property Purchase,2013-04-13 08:00:00,Person_6186,Oil & Gas,Russia,False,Illegal,3,4,Bank_144,Singapore,13,4,8,2013-04-13 16:00:00,0.0,5
5628,TX0000005629,Brazil,154033.24123427467,Cryptocurrency,2013-08-23 12:00:00,Person_6186,Real Estate,Switzerland,False,Illegal,6,3,Bank_225,Switzerland,23,8,12,2013-08-24 00:00:00,3176.0,4
998,TX0000000999,UK,3091439.197339795,Cryptocurrency,2013-02-11 14:00:00,Person_6188,Real Estate,Russia,True,Illegal,3,8,Bank_303,Singapore,11,2,14,2013-02-12 04:00:00,0.0,0
1552,TX0000001553,Russia,422837.7541111873,Stocks Transfer,2013-03-06 16:00:00,Person_6189,Oil & Gas,USA,False,Legal,5,4,Bank_387,Panama,6,3,16,2013-03-07 08:00:00,0.0,2
6002,TX0000006003,UAE,3759035.292107541,Offshore Transfer,2013-09-08 02:00:00,Person_6189,Luxury Goods,South Africa,True,Illegal,1,0,Bank_434,Singapore,8,9,2,2013-09-08 04:00:00,4436.0,6
2902,TX0000002903,India,1402144.267734006,Property Purchase,2013-05-01 22:00:00,Person_6190,Arms Trade,China,False,Illegal,2,5,Bank_187,Switzerland,1,5,22,2013-05-02 20:00:00,0.0,2
8630,TX0000008631,USA,429630.2647224704,Stocks Transfer,2013-12-26 14:00:00,Person_6191,Oil & Gas,China,False,Illegal,9,8,Bank_269,Panama,26,12,14,2013-12-27 04:00:00,0.0,3
7886,TX0000007887,Singapore,30681.819506106494,Stocks Transfer,2013-11-25 14:00:00,Person_6192,Casinos,UK,False,Illegal,2,5,Bank_383,Bahamas,25,11,14,2013-11-26 04:00:00,0.0,0
418,TX0000000419,South Africa,3008655.669320871,Property Purchase,2013-01-18 10:00:00,Person_6193,Casinos,China,True,Illegal,10,9,Bank_361,Cayman Islands,18,1,10,2013-01-18 20:00:00,0.0,4
2542,TX0000002543,USA,2037026.9795902288,Cash Withdrawal,2013-04-16 22:00:00,Person_6194,Finance,Brazil,False,Illegal,6,8,Bank_432,Singapore,16,4,22,2013-04-17 20:00:00,0.0,1
2551,TX0000002552,India,770101.6354181811,Cash Withdrawal,2013-04-17 07:00:00,Person_6196,Construction,UAE,False,Legal,3,6,Bank_497,Switzerland,17,4,7,2013-04-17 14:00:00,0.0,2
3181,TX0000003182,UAE,4293182.554861509,Cryptocurrency,2013-05-13 13:00:00,Person_6196,Oil & Gas,Brazil,False,Illegal,3,0,Bank_93,Switzerland,13,5,13,2013-05-14 02:00:00,636.0,0
7235,TX0000007236,Russia,1702596.042370321,Cash Withdrawal,2013-10-29 11:00:00,Person_6197,Arms Trade,Singapore,False,Legal,7,8,Bank_314,Luxembourg,29,10,11,2013-10-29 22:00:00,0.0,1
9553,TX0000009554,Brazil,3331232.251295418,Stocks Transfer,2014-02-03 01:00:00,Person_6197,Casinos,Brazil,False,Illegal,1,7,Bank_8,Cayman Islands,3,2,1,2014-02-03 02:00:00,2308.0,0
7077,TX0000007078,UAE,4600123.237567762,Cryptocurrency,2013-10-22 21:00:00,Person_6199,Casinos,Brazil,False,Illegal,2,0,Bank_405,Bahamas,22,10,21,2013-10-23 18:00:00,0.0,1
1491,TX0000001492,Switzerland,2996755.391706562,Stocks Transfer,2013-03-04 03:00:00,Person_6200,Finance,India,False,Illegal,8,6,Bank_293,Cayman Islands,4,3,3,2013-03-04 06:00:00,0.0,0
